ItemWeight,FatContent,ItemType,MRP,OutletSize,LocationType,OutletType,OutletAge,OutletSales,Visibility,IsVisibile,IsGroceryStore,PricePerWeight
13.5,Regular,Snack Foods,262.191,Small,Tier 2,Supermarket Type1,23,8.70761402698906,0.11825291102543789,1,0,19.421555555555553
17.5,Regular,Dairy,145.9102,Small,Tier 2,Supermarket Type1,23,7.690355977077498,0.007526778599684875,1,0,8.337725714285714
11.8,Low Fat,Soft Drinks,189.453,Small,Tier 1,Grocery Store,40,6.632017587547328,0.07422257737200724,1,1,16.055338983050845
7.85,Low Fat,Others,145.2444,Small,Tier 1,Supermarket Type1,28,7.2803142019419225,0.15098591380543774,1,0,18.50247133757962
9.695,Low Fat,Snack Foods,159.692,Small,Tier 2,Supermarket Type1,23,6.865632438728833,0.02920221828469172,1,0,16.471583290355852
17.5,Low Fat,Frozen Foods,256.4304,Small,Tier 2,Supermarket Type1,21,7.500149534837374,0.013542354971479379,1,0,14.653165714285715
9.195,Regular,Frozen Foods,83.1566,Small,Tier 2,Supermarket Type1,18,7.002370490078915,0.06238895904597306,1,0,9.043675910821097
13.1,Low Fat,Fruits and Vegetables,106.028,Medium,Tier 3,Supermarket Type3,40,7.5016212054488305,0.13772772257839225,1,0,8.093740458015267
21.1,Low Fat,Household,143.4786,Small,Tier 2,Supermarket Type1,21,7.745720121939028,0.02859081836229756,1,0,6.799933649289099
10.195,Low Fat,Snack Foods,146.5076,Medium,Tier 3,Supermarket Type2,16,7.193136005367286,0.10240724594663726,1,0,14.370534575772437
17.85,Low Fat,Others,93.8436,Small,Tier 2,Supermarket Type1,21,7.257111304862258,0.13662630356806932,1,0,5.257344537815126
15.6,Regular,Snack Foods,167.1132,Small,Tier 2,Supermarket Type1,21,7.9637816572335405,0.044739676771736125,1,0,10.712384615384616
16.1,Regular,Dairy,182.1318,High,Tier 3,Supermarket Type1,38,7.760302224500025,0.06135720235495036,1,0,11.312534161490682
13.3,Low Fat,Frozen Foods,151.6708,Medium,Tier 1,Supermarket Type1,26,8.271865583452556,0.0617204898395521,1,0,11.40381954887218
12.85,Low Fat,Snack Foods,45.9428,Medium,Tier 3,Supermarket Type2,16,7.1501846181716875,0.11530999710469302,1,0,3.575315175097276
11.5,Low Fat,Others,171.808,Small,Tier 2,Supermarket Type1,18,8.650423238640796,0.01483404351720643,1,0,14.93982608695652
16.25,Low Fat,Fruits and Vegetables,166.4474,Small,Tier 2,Supermarket Type1,21,8.592359437686035,0.025406615190813147,1,0,10.242916923076923
14.65,Low Fat,Others,54.0614,Small,Tier 2,Supermarket Type1,18,7.0565970916788086,0.15809856893345856,1,0,3.69019795221843
13.15,Low Fat,Household,177.4686,Small,Tier 2,Supermarket Type1,21,8.614469909044184,0.024347780459678923,1,0,13.49571102661597
8.895,Low Fat,Dairy,42.0138,Medium,Tier 3,Supermarket Type2,16,6.343165239947357,0.0,0,0,4.723305227655987
15.7,Low Fat,Frozen Foods,181.366,Small,Tier 3,Grocery Store,27,5.191656005157162,0.07293627205260927,1,1,11.551974522292994
16.75,Low Fat,Health and Hygiene,35.7532,Small,Tier 3,Grocery Store,27,4.968512453842952,0.11935149653383749,1,1,2.1345194029850747
10.3,Regular,Fruits and Vegetables,114.4176,Small,Tier 2,Supermarket Type1,21,7.87622273890139,0.030105690534954398,1,0,11.108504854368931
8.05,Regular,Fruits and Vegetables,257.1646,Medium,Tier 1,Supermarket Type1,26,8.729712569536515,0.0755919163494162,1,0,31.94591304347826
18.6,Low Fat,Frozen Foods,246.6802,Small,Tier 1,Supermarket Type1,28,7.9019259629976855,0.038542458190378034,1,0,13.262376344086022
20.75,Low Fat,Others,193.4478,Small,Tier 1,Supermarket Type1,28,8.48543313819848,0.08549917894428248,1,0,9.322785542168674
13.5,Low Fat,Health and Hygiene,37.0874,Small,Tier 2,Supermarket Type1,23,6.859362825715238,0.05363699926437461,1,0,2.7472148148148148
8.18,Low Fat,Household,142.0154,Small,Tier 2,Supermarket Type1,21,7.593583541483471,0.0130421284953873,1,0,17.361295843520782
17.25,Low Fat,Dairy,173.3764,Small,Tier 2,Supermarket Type1,21,7.631100280868405,0.04136614276474203,1,0,10.050805797101448
20.0,Low Fat,Others,35.519,Small,Tier 2,Supermarket Type1,23,6.932771741566462,0.07834165431766887,1,0,1.77595
16.5,Regular,Baking Goods,96.2068,Small,Tier 1,Supermarket Type1,28,8.01082787235227,0.0,0,0,5.830715151515151
9.8,Regular,Baking Goods,49.8008,Small,Tier 1,Supermarket Type1,28,6.6965561086848995,0.1315641188097137,1,0,5.081714285714286
17.25,Low Fat,Canned,76.0986,Medium,Tier 1,Supermarket Type1,26,6.434849522636379,0.07041400599677447,1,0,4.411513043478261
15.85,Low Fat,Others,218.7166,Small,Tier 2,Supermarket Type1,21,6.992632129490142,0.06680546311935023,1,0,13.799154574132492
13.1,Regular,Fruits and Vegetables,108.4254,Small,Tier 1,Grocery Store,40,5.3801314275254954,0.07252096616848529,1,1,8.276748091603054
18.0,Low Fat,Household,172.6422,Small,Tier 2,Supermarket Type1,18,7.983275451914541,0.04654482337263304,1,0,9.591233333333333
12.15,Low Fat,Others,207.5638,Medium,Tier 3,Supermarket Type3,40,8.424069411696337,0.11532922485696312,1,0,17.083440329218107
16.0,Low Fat,Fruits and Vegetables,46.2086,Medium,Tier 1,Supermarket Type1,26,6.195821938348124,0.07415629484330477,1,0,2.8880375
4.59,Low Fat,Soft Drinks,111.686,Medium,Tier 1,Supermarket Type1,26,7.368089812824308,0.06849064059012536,1,0,24.332461873638348
11.85,Low Fat,Dairy,97.2726,High,Tier 3,Supermarket Type1,38,6.66310817461736,0.12448071073833744,1,0,8.208658227848101
11.8,Regular,Soft Drinks,173.7054,Medium,Tier 3,Supermarket Type3,40,8.661895639803031,0.04379392467770845,1,0,14.72079661016949
13.35,Low Fat,Dairy,174.0422,Medium,Tier 3,Supermarket Type3,40,8.551259489520481,0.007930741369382432,1,0,13.03686891385768
18.2,Low Fat,Household,220.7456,Small,Tier 2,Supermarket Type1,18,8.394101288629267,0.05713591275346771,1,0,12.128879120879121
7.825,Low Fat,Household,255.5698,Small,Tier 2,Supermarket Type1,23,7.327792890513543,0.17096161967919457,1,0,32.66067731629393
12.15,Regular,Others,232.73,Small,Tier 1,Grocery Store,40,6.8374615617621375,0.09404259767052629,1,1,19.154732510288063
8.895,Low Fat,Household,113.3544,Medium,Tier 3,Supermarket Type2,16,6.914422602898266,0.11798097606488826,1,0,12.743608768971333
18.5,Regular,Frozen Foods,148.6418,Small,Tier 2,Supermarket Type1,18,7.476303397464541,0.060727271606588404,1,0,8.03469189189189
14.85,Regular,Snack Foods,157.463,High,Tier 3,Supermarket Type1,38,7.825408282542727,0.00988153046667368,1,0,10.603569023569023
13.15,Low Fat,Household,187.8898,Medium,Tier 3,Supermarket Type3,40,8.89515036162218,0.09479048751494978,1,0,14.28819771863118
7.51,Low Fat,Snack Foods,110.1544,Small,Tier 2,Supermarket Type1,21,7.895251855909992,0.09875279175533674,1,0,14.667696404793608
15.6,Low Fat,Fruits and Vegetables,111.9518,Medium,Tier 1,Supermarket Type1,26,7.679336581827888,0.0,0,0,7.176397435897436
8.02,Low Fat,Snack Foods,154.3998,Small,Tier 2,Supermarket Type1,21,8.126694210038897,0.10563810632597147,1,0,19.251845386533667
11.0,Low Fat,Others,124.4046,Small,Tier 2,Supermarket Type1,23,7.714714420909539,0.10079638032024126,1,0,11.30950909090909
13.15,Regular,Snack Foods,181.166,Medium,Tier 3,Supermarket Type3,40,8.136094984323602,0.03937783542431543,1,0,13.776882129277565
17.5,Low Fat,Frozen Foods,264.391,Small,Tier 2,Supermarket Type1,23,8.5678520846139,0.026569274947739068,1,0,15.108057142857144
7.235,Low Fat,Snack Foods,193.8452,Small,Tier 1,Supermarket Type1,28,7.579398906491515,0.09527611013305105,1,0,26.79270214236351
13.1,Low Fat,Fruits and Vegetables,126.4046,Medium,Tier 3,Supermarket Type3,40,8.585542778706937,0.02040461469285334,1,0,9.64920610687023
13.15,Low Fat,Household,125.6678,Medium,Tier 3,Supermarket Type3,40,8.483093633931803,0.04944936208882931,1,0,9.55648669201521
18.0,Low Fat,Baking Goods,81.0618,Small,Tier 2,Supermarket Type1,18,7.279396349651694,0.008552456261774092,1,0,4.503433333333334
16.1,Low Fat,Soft Drinks,189.0846,Medium,Tier 3,Supermarket Type2,16,8.584920772093612,0.02339747377224455,1,0,11.7443850931677
7.475,Low Fat,Household,155.2656,Small,Tier 2,Supermarket Type1,23,7.984410396991538,0.07314030232654249,1,0,20.77131772575251
16.5,Low Fat,Household,178.7318,Small,Tier 3,Grocery Store,27,5.888500047598434,0.05952332949895826,1,1,10.832230303030302
11.35,Low Fat,Snack Foods,49.8008,Small,Tier 2,Supermarket Type1,23,6.563024716060378,0.030402729529858924,1,0,4.387735682819383
16.1,Regular,Fruits and Vegetables,95.441,Small,Tier 2,Supermarket Type1,21,7.705462004508512,0.02463836331402805,1,0,5.928012422360248
18.7,Low Fat,Dairy,83.1566,Small,Tier 2,Supermarket Type1,23,7.381860111783819,0.056053372617843523,1,0,4.446877005347593
8.645,Low Fat,Health and Hygiene,96.641,Small,Tier 2,Supermarket Type1,23,6.767192365915581,0.1342804315248299,1,0,11.17883169462117
17.1,Low Fat,Frozen Foods,147.1392,Small,Tier 2,Supermarket Type1,18,7.712930299116038,0.0322858271288176,1,0,8.604631578947368
9.8,Regular,Baking Goods,36.9874,Small,Tier 1,Supermarket Type1,28,6.5592582332649005,0.04427216957541209,1,0,3.7742244897959183
13.1,Low Fat,Fruits and Vegetables,75.2328,Medium,Tier 3,Supermarket Type3,40,7.3425565108191435,0.09508059708859351,1,0,5.742961832061068
13.1,Low Fat,Fruits and Vegetables,242.9854,Medium,Tier 3,Supermarket Type3,40,8.819841390598842,0.0,0,0,18.548503816793893
15.25,Low Fat,Frozen Foods,213.7192,High,Tier 3,Supermarket Type1,38,6.983415474385217,0.08594103062327532,1,0,14.014373770491803
10.5,Low Fat,Household,236.5248,Small,Tier 2,Supermarket Type1,18,8.301378121067033,0.01128783006159815,1,0,22.526171428571427
5.82,Low Fat,Household,170.379,Small,Tier 2,Supermarket Type1,18,6.926257060545269,0.07797590839150707,1,0,29.274742268041233
10.0,Low Fat,Canned,263.2226,Small,Tier 1,Supermarket Type1,28,8.216227656461237,0.025499310536705094,1,0,26.32226
5.5,Low Fat,Others,103.1016,Small,Tier 2,Supermarket Type1,23,7.612846840559055,0.0,0,0,18.745745454545457
18.35,Low Fat,Household,191.9504,Small,Tier 3,Grocery Store,27,6.642488887414624,0.1388385805556388,1,1,10.46051226158038
19.0,Low Fat,Health and Hygiene,211.0244,Small,Tier 3,Grocery Store,27,7.301195577994277,0.0,0,1,11.106547368421053
6.71,Regular,Baking Goods,67.5142,High,Tier 3,Supermarket Type1,38,6.385578473629597,0.0291080715515132,1,0,10.06172876304024
10.3,Regular,Snack Foods,88.254,Medium,Tier 1,Supermarket Type1,26,7.025717854075907,0.011081966549520162,1,0,8.568349514563106
18.35,Low Fat,Household,222.7746,Medium,Tier 1,Supermarket Type1,26,7.359227125566463,0.013948103358583316,1,0,12.140305177111715
13.8,Regular,Canned,90.9172,Small,Tier 2,Supermarket Type1,21,7.669127676457644,0.014622884580378177,1,0,6.5882028985507235
10.5,Regular,Baking Goods,144.8128,Small,Tier 2,Supermarket Type1,18,7.676562654945163,0.026174545205127377,1,0,13.791695238095238
20.75,Regular,Frozen Foods,178.7318,Medium,Tier 1,Supermarket Type1,26,8.139791846204929,0.08041483934703252,1,0,8.613580722891566
12.15,Low Fat,Health and Hygiene,263.7226,Medium,Tier 3,Supermarket Type3,40,8.83526686486746,0.057851051022535196,1,0,21.70556378600823
9.895,Regular,Canned,117.8492,Medium,Tier 3,Supermarket Type2,16,7.317238702834853,0.028429843848545282,1,0,11.909974734714503
12.15,Low Fat,Canned,89.0198,Small,Tier 1,Grocery Store,40,5.161578549919884,0.10766053468501324,1,1,7.326732510288066
12.85,Low Fat,Frozen Foods,59.3536,Small,Tier 1,Grocery Store,40,4.808169803767773,0.012783838418898028,1,1,4.61895719844358
12.15,Regular,Canned,107.1622,Small,Tier 1,Grocery Store,40,5.355285428938965,0.1674080300940144,1,1,8.8199341563786
11.1,Low Fat,Baking Goods,156.7604,High,Tier 3,Supermarket Type1,38,7.550411369618263,0.1621775407812777,1,0,14.12255855855856
10.1,Regular,Fruits and Vegetables,223.7088,Small,Tier 2,Supermarket Type1,21,7.895251855909992,0.05218826503182227,1,0,22.149386138613863
12.15,Regular,Canned,147.2418,Small,Tier 1,Grocery Store,40,5.684543928236486,0.04312058433741207,1,1,12.118666666666668
14.0,Regular,Frozen Foods,143.9812,Medium,Tier 3,Supermarket Type2,16,7.038651602860475,0.10036444817094123,1,0,10.28437142857143
13.15,Low Fat,Snack Foods,50.5008,Medium,Tier 3,Supermarket Type3,40,6.919699659999109,0.030197383741863672,1,0,3.8403650190114065
9.395,Regular,Fruits and Vegetables,139.9838,Small,Tier 2,Supermarket Type1,18,7.584149509250112,0.15874828775478161,1,0,14.8998190526876
13.15,Low Fat,Snack Foods,256.1646,Medium,Tier 3,Supermarket Type3,40,8.918954569175042,0.06208463030867779,1,0,19.480197718631178
12.15,Regular,Canned,142.2496,Medium,Tier 3,Supermarket Type3,40,7.783033664887016,0.03394886248984046,1,0,11.707786008230451
6.13,Low Fat,Household,110.0912,Medium,Tier 1,Supermarket Type1,26,7.401150675085196,0.027970671927004764,1,0,17.959412724306688
8.5,Low Fat,Canned,51.1324,Small,Tier 2,Supermarket Type1,21,7.208039410869861,0.09336848593628186,1,0,6.015576470588235
12.85,Regular,Frozen Foods,178.1344,Medium,Tier 3,Supermarket Type3,40,8.228743464393068,0.01392148487804445,1,0,13.862599221789884
9.1,Low Fat,Household,114.4518,Small,Tier 1,Supermarket Type1,28,7.373954932276706,0.0,0,0,12.57712087912088
15.25,Low Fat,Snack Foods,85.3198,Small,Tier 3,Grocery Store,27,5.567043658028049,0.0435759949374136,1,1,5.594740983606558
13.5,Low Fat,Fruits and Vegetables,179.9976,High,Tier 3,Supermarket Type1,38,8.494872978459114,0.0,0,0,13.333155555555557
10.8,Low Fat,Others,72.338,Medium,Tier 1,Supermarket Type1,26,6.691609684749574,0.0,0,0,6.697962962962962
15.2,Low Fat,Soft Drinks,95.3752,Small,Tier 2,Supermarket Type1,21,7.271097546836998,0.048950488459663245,1,0,6.274684210526316
19.35,Regular,Soft Drinks,164.6868,Small,Tier 2,Supermarket Type1,18,7.044475731146464,0.03936886275550999,1,0,8.510945736434108
11.65,Low Fat,Baking Goods,74.238,Medium,Tier 3,Supermarket Type3,40,7.066303134190985,0.009321377658023336,1,0,6.372360515021459
11.5,Regular,Snack Foods,106.9254,High,Tier 3,Supermarket Type1,38,8.019188757140753,0.03685172084399707,1,0,9.297860869565216
9.8,Low Fat,Meat,127.302,Small,Tier 2,Supermarket Type1,18,7.730629876215438,0.026634713783084362,1,0,12.99
7.475,Low Fat,Household,156.4656,Small,Tier 2,Supermarket Type1,18,7.604920775286634,0.07339566030557733,1,0,20.931852842809366
9.8,Low Fat,Snack Foods,215.685,Medium,Tier 3,Supermarket Type2,16,6.475671517156635,0.025855609218278033,1,0,22.008673469387755
13.1,Regular,Fruits and Vegetables,188.353,Medium,Tier 3,Supermarket Type3,40,8.381217442356588,0.056892970446301344,1,0,14.378091603053436
14.75,Low Fat,Snack Foods,115.3518,Medium,Tier 3,Supermarket Type2,16,7.507486324901229,0.08588987684337158,1,0,7.820461016949152
5.5,Low Fat,Others,100.0016,Small,Tier 2,Supermarket Type1,18,6.563024716060378,0.04627712054736018,1,0,18.18210909090909
17.2,Low Fat,Meat,159.6578,Small,Tier 2,Supermarket Type1,21,8.022469958815883,0.14519870419163297,1,0,9.28243023255814
19.2,Low Fat,Snack Foods,181.3318,Small,Tier 1,Supermarket Type1,28,7.274794408718324,0.03458072272013813,1,0,9.444364583333334
13.15,Low Fat,Snack Foods,152.3998,Small,Tier 1,Grocery Store,40,5.035651756680581,0.2209980826413591,1,1,11.589338403041825
14.85,Regular,Snack Foods,155.763,Medium,Tier 3,Supermarket Type2,16,8.048551833856937,0.00992980688017651,1,0,10.48909090909091
7.565,Low Fat,Health and Hygiene,58.393,Medium,Tier 3,Supermarket Type2,16,6.2331098799853235,0.053411335803367904,1,0,7.718836748182419
18.25,Low Fat,Snack Foods,123.8046,Small,Tier 2,Supermarket Type1,18,8.156547173188578,0.07289748309308203,1,0,6.783813698630136
9.6,Regular,Others,104.799,Medium,Tier 3,Supermarket Type2,16,7.201608520539571,0.022122708335348906,1,0,10.916562500000001
7.855,Regular,Dairy,218.4482,Small,Tier 2,Supermarket Type1,21,8.480334250282475,0.07130289825279837,1,0,27.810082749840866
10.1,Low Fat,Canned,52.2008,Small,Tier 2,Supermarket Type1,18,6.632017587547328,0.03177350913178947,1,0,5.1683960396039605
10.395,Low Fat,Snack Foods,58.022,Small,Tier 2,Supermarket Type1,21,6.490938989287423,0.10622855680107857,1,0,5.581721981721982
16.25,Low Fat,Dairy,94.941,Small,Tier 2,Supermarket Type1,18,7.460339546475526,0.08403617178604163,1,0,5.842523076923077
17.6,Low Fat,Snack Foods,115.6176,Small,Tier 1,Supermarket Type1,28,7.8317709763305565,0.04790203370782736,1,0,6.569181818181818
15.5,Regular,Fruits and Vegetables,100.8332,Small,Tier 2,Supermarket Type1,23,7.338236849674627,0.026014026942615842,1,0,6.505367741935484
7.59,Regular,Fruits and Vegetables,172.808,Medium,Tier 3,Supermarket Type2,16,7.718865034635852,0.13595618356638772,1,0,22.767852437417655
13.15,Low Fat,Snack Foods,167.2816,Medium,Tier 3,Supermarket Type3,40,8.649023658286373,0.02935873854081631,1,0,12.721034220532319
11.1,Low Fat,Household,119.6124,Medium,Tier 1,Supermarket Type1,26,7.719456575617313,0.032622470433264,1,0,10.775891891891892
13.1,Low Fat,Fruits and Vegetables,131.4284,Medium,Tier 3,Supermarket Type3,40,8.59507314355763,0.03495626117402153,1,0,10.032702290076337
16.1,Regular,Frozen Foods,127.4362,Small,Tier 1,Supermarket Type1,28,7.725352819114595,0.046694525089050455,1,0,7.915291925465838
5.155,Low Fat,Frozen Foods,246.0776,Small,Tier 1,Supermarket Type1,28,6.898422261551825,0.07991809160158385,1,0,47.73571290009699
12.15,Low Fat,Others,111.586,Small,Tier 1,Grocery Store,40,5.827644771877159,0.05759067345785291,1,1,9.184032921810699
11.8,Low Fat,Soft Drinks,173.0738,Small,Tier 1,Grocery Store,40,5.850901634041426,0.15821439687605116,1,1,14.667271186440678
6.365,Low Fat,Frozen Foods,62.8536,Small,Tier 1,Supermarket Type1,28,6.6799719806693645,0.0073214188843148875,1,0,9.874878240377061
11.65,Low Fat,Baking Goods,152.6024,Small,Tier 2,Supermarket Type1,21,5.715726855673173,0.0,0,0,13.098918454935621
18.25,Regular,Dairy,154.463,Small,Tier 2,Supermarket Type1,21,7.6918768899182055,0.15768364156182196,1,0,8.46372602739726
11.8,Regular,Meat,102.2674,Medium,Tier 1,Supermarket Type1,26,7.801725797899168,0.025635125358806143,1,0,8.66672881355932
18.2,Low Fat,Fruits and Vegetables,37.619,Small,Tier 1,Supermarket Type1,28,5.903152324385304,0.1497032409016981,1,0,2.066978021978022
13.65,Regular,Snack Foods,81.1302,High,Tier 3,Supermarket Type1,38,6.674942632264362,0.02556954017208381,1,0,5.943604395604396
8.365,Regular,Fruits and Vegetables,191.3188,Medium,Tier 1,Supermarket Type1,26,7.446450434314859,0.03913068698566296,1,0,22.871344889420204
11.8,Low Fat,Soft Drinks,165.2526,Small,Tier 1,Grocery Store,40,6.712060295220865,0.07033251815951336,1,1,14.004457627118644
20.7,Regular,Baking Goods,99.8042,Medium,Tier 1,Supermarket Type1,26,7.3052305532064565,0.07642363286928124,1,0,4.821458937198067
17.75,Low Fat,Others,180.366,Small,Tier 1,Supermarket Type1,28,7.756605362618699,0.030050962664130546,1,0,10.161464788732395
18.0,Low Fat,Canned,157.3972,Medium,Tier 3,Supermarket Type2,16,6.657993073950589,0.07091593308479342,1,0,8.744288888888889
9.695,Low Fat,Others,177.7344,Small,Tier 2,Supermarket Type1,18,7.381445604005863,0.06844620649286766,1,0,18.33258380608561
6.42,Low Fat,Dairy,178.3002,Medium,Tier 3,Supermarket Type2,16,7.752894783222163,0.052296845711429854,1,0,27.772616822429907
10.6,Low Fat,Dairy,233.9642,Small,Tier 2,Supermarket Type1,23,8.220894690600996,0.05535060401380456,1,0,22.07209433962264
5.03,Low Fat,Household,122.0756,Small,Tier 3,Grocery Store,27,4.797240733235583,0.014368788738839736,1,1,24.269502982107355
7.825,Regular,Frozen Foods,156.9288,Small,Tier 2,Supermarket Type1,23,7.359650944178443,0.14003970292655973,1,0,20.054798722044726
13.15,Regular,Snack Foods,112.1518,Medium,Tier 3,Supermarket Type3,40,8.585045204371506,0.032225429066665146,1,0,8.528653992395437
17.7,Regular,Fruits and Vegetables,50.2034,Medium,Tier 1,Supermarket Type1,26,7.061747317655124,0.0164858072348372,1,0,2.836350282485876
8.235,Low Fat,Health and Hygiene,182.295,Medium,Tier 1,Supermarket Type1,26,8.20573741737935,0.014378288211792307,1,0,22.136612021857925
11.6,Low Fat,Soft Drinks,141.6154,Small,Tier 2,Supermarket Type1,23,8.250363077872542,0.0,0,0,12.208224137931035
17.2,Regular,Canned,149.1418,Medium,Tier 1,Supermarket Type1,26,7.070838289356376,0.024893479244582677,1,0,8.67103488372093
11.0,Low Fat,Health and Hygiene,38.948,Small,Tier 2,Supermarket Type1,23,6.252527965842424,0.037268517512604356,1,0,3.5407272727272727
19.6,Low Fat,Snack Foods,163.6526,High,Tier 3,Supermarket Type1,38,7.048532531842078,0.03878238344700426,1,0,8.349622448979591
8.02,Low Fat,Snack Foods,152.6998,Medium,Tier 1,Supermarket Type1,26,8.126694210038897,0.10581294219750315,1,0,19.0398753117207
5.365,Regular,Others,172.7764,Small,Tier 2,Supermarket Type1,23,7.711142988541941,0.1314884117845965,1,0,32.20436160298229
11.35,Regular,Snack Foods,101.9016,Small,Tier 2,Supermarket Type1,23,7.875211105026546,0.04408748770906283,1,0,8.978114537444934
11.8,Low Fat,Soft Drinks,82.8592,Small,Tier 1,Grocery Store,40,5.10666279232377,0.04226296829868602,1,1,7.021966101694915
16.35,Low Fat,Fruits and Vegetables,51.2324,Small,Tier 1,Supermarket Type1,28,6.34783814564675,0.02033968991497499,1,0,3.133480122324159
17.25,Low Fat,Household,253.4724,Medium,Tier 1,Supermarket Type1,26,8.706182072126321,0.10768327725725356,1,0,14.694052173913043
13.8,Low Fat,Dairy,57.493,Small,Tier 2,Supermarket Type1,21,7.21393913299705,0.09261905196588643,1,0,4.166159420289855
8.485,Low Fat,Health and Hygiene,104.499,Small,Tier 2,Supermarket Type1,21,7.121565812866034,0.05649489587169088,1,0,12.315733647613436
11.8,Regular,Snack Foods,32.3558,High,Tier 3,Supermarket Type1,38,5.1344975913172135,0.07386050796555657,1,0,2.7420169491525423
15.35,Low Fat,Household,122.873,Medium,Tier 1,Supermarket Type1,26,7.949084087166262,0.034598816896444846,1,0,8.004755700325733
10.0,Low Fat,Health and Hygiene,145.6102,Small,Tier 2,Supermarket Type1,23,7.872677533871453,0.08556588710565659,1,0,14.56102
19.2,Regular,Canned,153.3314,Small,Tier 2,Supermarket Type1,18,8.088794937447911,0.0,0,0,7.986010416666667
18.6,Low Fat,Health and Hygiene,95.2436,Small,Tier 2,Supermarket Type1,18,7.493500082926489,0.0778465674604538,1,0,5.120623655913978
18.5,Low Fat,Others,130.9284,High,Tier 3,Supermarket Type1,38,7.446450434314859,0.03335397011359234,1,0,7.077210810810811
20.25,Regular,Canned,94.312,Small,Tier 2,Supermarket Type1,21,8.000612371567819,0.09776579413221773,1,0,4.657382716049383
12.35,Low Fat,Household,119.2124,Small,Tier 2,Supermarket Type1,21,7.172912869249243,0.15178583263621556,1,0,9.652825910931174
14.5,Regular,Fruits and Vegetables,172.2448,Small,Tier 1,Supermarket Type1,28,7.971624834694566,0.05716205333332555,1,0,11.87895172413793
14.8,Low Fat,Soft Drinks,78.367,High,Tier 3,Supermarket Type1,38,6.823072824310038,0.04386465660567632,1,0,5.295067567567568
14.0,Regular,Dairy,143.9786,Medium,Tier 3,Supermarket Type2,16,6.764890868927302,0.029407078110661233,1,0,10.284185714285714
10.8,Low Fat,Soft Drinks,150.4024,Small,Tier 2,Supermarket Type1,18,7.967018654279669,0.05963306874306588,1,0,13.926148148148147
14.65,Low Fat,Others,53.8614,High,Tier 3,Supermarket Type1,38,5.398369015075276,0.011118670850392075,1,0,3.6765460750853243
13.15,Low Fat,Snack Foods,147.7418,Medium,Tier 3,Supermarket Type3,40,7.389292020474911,0.03808745298725022,1,0,11.235117870722434
6.65,Low Fat,Canned,149.3734,Small,Tier 2,Supermarket Type1,23,5.693552998178852,0.05202111900894086,1,0,22.462165413533835
6.59,Low Fat,Household,121.4098,Small,Tier 3,Grocery Store,27,5.484878257984558,0.04289500562720954,1,1,18.423338391502277
13.1,Regular,Fruits and Vegetables,102.4016,Small,Tier 1,Grocery Store,40,5.31026174756501,0.19403583098392102,1,1,7.816916030534352
9.395,Regular,Soft Drinks,42.9112,Small,Tier 2,Supermarket Type1,21,6.054702222512505,0.10352700360143159,1,0,4.567450771687068
19.75,Low Fat,Fruits and Vegetables,188.2872,Small,Tier 1,Supermarket Type1,28,7.881265613935252,0.012371451040239028,1,0,9.533529113924052
7.56,Low Fat,Frozen Foods,154.463,Medium,Tier 3,Supermarket Type2,16,7.825408282542727,0.0620641837380182,1,0,20.431613756613757
20.25,Low Fat,Household,234.8616,High,Tier 3,Supermarket Type1,38,7.941771871544885,0.13785617973650477,1,0,11.598103703703703
20.6,Low Fat,Household,76.3696,Small,Tier 2,Supermarket Type1,23,5.921170829887982,0.06872065257207773,1,0,3.70726213592233
6.575,Regular,Others,145.4444,Small,Tier 2,Supermarket Type1,23,7.868100866844041,0.07293525407431069,1,0,22.120821292775666
19.7,Regular,Canned,254.1014,Small,Tier 2,Supermarket Type1,23,8.485708014505875,0.1493054319777103,1,0,12.898548223350256
13.5,Regular,Snack Foods,81.096,Small,Tier 3,Grocery Store,27,5.073872969500779,0.02945500462174809,1,1,6.0071111111111115
6.28,Low Fat,Soft Drinks,85.8198,Small,Tier 2,Supermarket Type1,23,6.771016462353985,0.027382930924286914,1,0,13.665573248407643
18.25,Low Fat,Fruits and Vegetables,160.2894,Small,Tier 2,Supermarket Type1,21,8.082027763053327,0.012198096792861993,1,0,8.782980821917809
9.3,Low Fat,Snack Foods,106.7964,Small,Tier 2,Supermarket Type1,21,6.73527062086559,0.16068696342216476,1,0,11.483483870967742
16.6,Low Fat,Others,170.6422,Small,Tier 2,Supermarket Type1,21,7.229503649538161,0.12725585141725493,1,0,10.279650602409637
16.35,Low Fat,Fruits and Vegetables,198.9426,Small,Tier 2,Supermarket Type1,23,8.177337942857651,0.06599279910007408,1,0,12.167743119266055
10.0,Low Fat,Household,251.675,Small,Tier 2,Supermarket Type1,23,8.353373416185415,0.021241583658574655,1,0,25.1675
13.35,Regular,Dairy,113.2518,Medium,Tier 3,Supermarket Type3,40,8.136094984323602,0.15176108043602243,1,0,8.483280898876405
7.535,Low Fat,Soft Drinks,118.344,Small,Tier 2,Supermarket Type1,18,8.04428743507048,0.0790423394720763,1,0,15.705905773059056
4.92,Low Fat,Baking Goods,196.5084,Medium,Tier 1,Supermarket Type1,26,8.234766511830632,0.04499867985387258,1,0,39.94073170731707
6.385,Low Fat,Others,108.9596,Small,Tier 1,Supermarket Type1,28,7.078725654189542,0.0,0,0,17.064933437744713
