ItemWeight,MRP,OutletAge,Visibility,IsVisibile,IsGroceryStore,PricePerWeight,ItemType,FatContent_Regular,OutletSize_Medium,OutletSize_Small,LocationType_Tier 2,LocationType_Tier 3,OutletType_Supermarket Type1,OutletType_Supermarket Type2,OutletType_Supermarket Type3,OutletSales
11.65,184.9924,40,0.005623104672107466,1,0,15.879175965665237,7.193508569116366,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,8.05406850390564
15.85,40.848,38,0.007115095567468763,1,0,2.577160883280757,7.372674266058409,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.520791952437104
15.6,168.2132,26,0.04481598710259069,1,0,10.782897435897436,7.372674266058409,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.769625642792583
11.395,150.1708,26,0.021408864057934487,1,0,13.178657305835895,7.260937923637637,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.9041408033272385
7.09,47.6034,28,0.007189408159815377,1,0,6.714160789844852,7.193508569116366,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.284890868969334
5.675,155.5288,21,0.023220821744704107,1,0,27.40595594713656,7.372674266058409,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.254290428520617
10.6,43.8454,23,0.011050432450143578,1,0,4.136358490566038,7.307915039287236,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,6.508957494790101
14.85,157.563,27,0.01649863393996823,1,1,10.61030303030303,7.372674266058409,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.745966740862892
10.8,238.1564,16,0.0,0,0,22.051518518518517,7.2234073953473965,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.564809485917804
7.22,61.851,28,0.037605197371635785,1,0,8.56662049861496,7.193508569116366,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.712060295220865
9.195,183.6634,18,0.1030092620261758,1,0,19.97426862425231,7.372674266058409,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.767655198805284
20.6,177.2344,27,0.0742065055134366,1,1,8.603611650485435,7.372674266058409,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.793658939103745
15.5,149.1418,26,0.14597940859435113,1,0,9.622051612903226,7.372674266058409,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.377691108796431
9.8,249.6408,28,0.014977244033839996,1,0,25.473551020408163,7.294114261146155,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.909117550668572
19.6,49.9376,28,0.04073068507167424,1,0,2.5478367346938775,7.234613874040657,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.434849522636379
17.25,261.591,38,0.08089999363735471,1,0,15.164695652173913,7.2234073953473965,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.137069168521446
16.6,54.6614,18,0.0,0,0,3.2928554216867467,7.234613874040657,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,6.784663376195167
9.395,106.428,18,0.09502036872224076,1,0,11.328153273017563,7.372674266058409,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.558779619288779
15.85,94.4094,18,0.12863065359603906,1,0,5.95642902208202,7.358952885950459,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.551810949972686
7.42,248.9092,23,0.020227243016516763,1,0,33.54571428571428,7.372674266058409,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,8.695543673921264
12.85,47.106,40,0.2584637550536929,1,1,3.6658365758754865,7.234613874040657,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.940341576876256
20.85,224.0746,18,0.09364552412446317,1,0,10.746983213429257,7.307915039287236,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.715902069505195
12.3,107.9938,38,0.06709953799506954,1,0,8.779983739837398,7.2234073953473965,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.619077390309691
12.15,103.7674,40,0.014240776092071698,1,1,8.540526748971192,7.358952885950459,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.316819148111168
14.5,153.4682,21,0.06208088330571106,1,0,10.584013793103448,7.358952885950459,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.4248513225113975
6.695,192.082,21,0.0731242186411566,1,0,28.690365944734875,7.307915039287236,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,8.81846303062872
11.8,141.7154,40,0.0301857493584431,1,0,12.009779661016948,7.2234073953473965,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,7.898965191034653
8.695,93.2094,18,0.11351772725887588,1,0,10.719884991374354,7.33877970179391,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,6.501988825474008
8.6,114.3176,23,0.08652107030895186,1,0,13.292744186046512,7.33877970179391,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.573941867028457
12.15,211.2928,18,0.015428543552029925,1,0,17.39035390946502,7.234613874040657,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,8.527030090093644
13.0,65.7484,18,0.06831199854556874,1,0,5.057569230769231,7.372674266058409,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.068573282725524
20.35,119.5466,21,0.05263676223035366,1,0,5.874525798525798,7.372674266058409,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5.8679960674007265
12.35,194.711,40,0.021578109018802347,1,1,15.76607287449393,7.294114261146155,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.280209402498607
12.6,210.8612,23,0.0920389752439921,1,0,16.735015873015872,7.372674266058409,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,8.115215754306822
11.1,176.9712,38,0.03536477221285731,1,0,15.943351351351353,7.234613874040657,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.213705587028526
18.6,47.1376,18,0.1590928659387546,1,0,2.534279569892473,7.294114261146155,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,6.642488887414624
5.88,155.3998,21,0.08290670098811967,1,0,26.428537414965987,7.234613874040657,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.67470908629584
17.85,128.002,27,0.07178355829571023,1,1,7.170980392156863,7.372674266058409,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.533405298879219
13.15,252.5724,40,0.07137626042436902,1,0,19.207026615969582,7.372674266058409,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,8.093077599239912
19.2,181.3318,28,0.03458072272013813,1,0,9.444364583333334,7.372674266058409,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.274794408718324
14.5,40.5454,28,0.040421023262023695,1,0,2.7962344827586207,7.358952885950459,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.103664602536794
13.35,93.4804,16,0.06317694961962653,1,0,7.002277153558053,7.193508569116366,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.005394381103993
17.5,139.918,38,0.016581889420924464,1,0,7.9953142857142865,7.294114261146155,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.038953865544366
12.1,108.428,38,0.1382460897029743,1,0,8.96099173553719,7.3693437915387685,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.153314511180615
5.88,153.2998,38,0.08285552430079163,1,0,26.07139455782313,7.234613874040657,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.67470908629584
12.15,123.3414,40,0.10638463376980789,1,1,10.151555555555555,7.260937923637637,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.495867379560154
13.35,120.744,40,0.11965557291921679,1,0,9.044494382022473,7.289035282682024,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,7.921685112978148
8.43,195.3768,18,0.0,0,0,23.176370106761567,7.2234073953473965,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.363035042162684
10.695,61.2536,38,0.05613857359073258,1,0,5.727311827956989,7.3693437915387685,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.512917896006198
7.68,193.3162,16,0.06876933983894737,1,0,25.171380208333336,7.3693437915387685,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.660858115933374
7.535,121.644,23,0.0,0,0,16.143861977438622,7.2234073953473965,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.351140254510534
13.1,99.7042,40,0.026820241240990302,1,0,7.6110076335877865,7.3693437915387685,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,8.260741998233893
13.15,222.3746,40,0.013859626125958181,1,0,16.910615969581748,7.33877970179391,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,8.63219280137935
5.765,37.0164,23,0.07897624628261128,1,0,6.420884648742411,7.193508569116366,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,6.292734386320466
10.1,153.4656,18,0.029927066462786363,1,0,15.194613861386138,7.260937923637637,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.5248780676130975
12.15,253.3014,40,0.05992179701057945,1,1,20.84785185185185,7.358952885950459,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.234416215899379
9.3,125.4388,21,0.04141393512883936,1,0,13.488043010752687,7.307915039287236,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,8.220178101534144
5.98,148.4418,38,0.04260593738753731,1,0,24.823043478260868,7.3693437915387685,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.763985469916322
17.7,167.6474,16,0.012514828824386226,1,0,9.471604519774012,7.33877970179391,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.262117750815458
8.43,196.2768,23,0.017211888935700154,1,0,23.283131672597868,7.2234073953473965,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.363035042162684
12.85,207.5954,40,0.02587839122813818,1,0,16.155284046692607,7.234613874040657,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,8.805173139498667
12.15,157.5604,40,0.030600787341807607,1,0,12.967934156378599,7.307915039287236,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,8.649023658286373
5.035,229.0036,18,0.07729667832218422,1,0,45.482343594836145,7.307915039287236,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,8.372483762387834
15.0,219.8456,28,0.02648687121350031,1,0,14.656373333333333,7.193508569116366,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.489411468433591
15.7,42.577,26,0.03028801785259964,1,0,2.7119108280254776,7.307915039287236,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.858663769412741
9.8,113.8492,38,0.06181365487166661,1,0,11.617265306122448,7.3693437915387685,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.460339546475526
13.1,242.9854,40,0.0,0,0,18.548503816793893,7.3693437915387685,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,8.819841390598842
17.6,98.241,21,0.03846508543085512,1,0,5.581874999999999,7.372674266058409,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.565700062133353
12.15,148.705,40,0.13592104338346594,1,0,12.239094650205763,7.307915039287236,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,7.494241098151208
9.8,84.6908,21,0.05484406797303991,1,0,8.641918367346937,7.307915039287236,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,6.914422602898266
7.84,48.935,28,0.14279644578301257,1,0,6.2417091836734695,7.358952885950459,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.683310881934879
13.15,171.8764,23,0.15331719943610148,1,0,13.07044866920152,7.3693437915387685,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,8.23723608443872
12.15,114.0492,40,0.023975516514037305,1,0,9.386765432098764,7.260937923637637,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,8.278649869989477
11.65,76.7354,40,0.03676576665959864,1,0,6.5867296137339055,7.193508569116366,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,7.931539777515352
5.44,174.637,38,0.01690406876653446,1,0,32.10238970588235,7.193508569116366,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.006177216201225
8.975,86.6224,23,0.05148754771915034,1,0,9.651520891364903,7.358952885950459,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.389703289244845
11.5,86.054,21,0.02035729794777219,1,0,7.482956521739131,7.289035282682024,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.2333572188541515
6.385,34.3874,18,0.11725870621972621,1,0,5.385653876272514,7.372674266058409,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5.96142123250928
13.15,208.4954,40,0.010262509843008456,1,0,15.855163498098857,7.33877970179391,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,8.229808994595105
16.85,195.5478,21,0.14826966364514663,1,0,11.605210682492581,7.234613874040657,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,8.357599766688596
17.85,93.7436,16,0.13717061735593034,1,0,5.251742296918767,7.307915039287236,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0339677535480485
12.5,80.8592,27,0.0,0,1,6.468736,7.3693437915387685,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.413515611763825
10.3,87.254,28,0.011064858051778094,1,0,8.47126213592233,7.372674266058409,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.099825826229629
13.15,35.0558,40,0.12604006393462286,1,1,2.665840304182509,7.372674266058409,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5250596788831134
12.15,218.2166,40,0.03480185667948047,1,0,17.960213991769546,7.307915039287236,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,8.216407561112257
6.36,45.906,18,0.11442224340432873,1,0,7.217924528301886,7.3693437915387685,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.019783118556092
12.1,144.4444,23,0.029405159371121932,1,0,11.937553719008266,7.2234073953473965,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,8.196604933816078
7.575,195.2768,28,0.05391048151355771,1,0,25.779115511551154,7.289035282682024,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.650889330469322
9.8,101.7016,18,0.04636240716987662,1,0,10.377714285714285,7.193508569116366,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.325164768107274
11.65,97.2726,40,0.033671306137878325,1,0,8.34957939914163,7.193508569116366,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,7.579398906491515
12.15,182.295,27,0.06900364822888211,1,1,15.003703703703703,7.294114261146155,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.3086174324934685
17.85,260.7936,23,0.020772067041505908,1,0,14.610285714285714,7.294114261146155,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,8.454867643845414
18.25,226.1062,23,0.07638633898944366,1,0,12.389380821917808,7.234613874040657,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,8.820431535201394
5.925,42.8086,28,0.09209349363029039,1,0,7.225080168776371,7.289035282682024,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.505976866651964
11.8,86.6198,40,0.027197705394369106,1,0,7.340661016949152,7.2234073953473965,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,7.8357271993464135
13.15,211.0612,40,0.15568283319488985,1,1,16.05028136882129,7.372674266058409,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.035774212626986
7.27,113.5518,23,0.06880013411429726,1,0,15.61922971114168,7.2234073953473965,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,6.344335515095548
7.315,153.434,26,0.01520937877673553,1,0,20.97525632262474,7.372674266058409,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.129925643750092
12.15,100.57,40,0.06083553322011972,1,0,8.277366255144033,7.358952885950459,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,8.53569497297937
8.575,193.3794,38,0.06932707456821315,1,0,22.551533527696794,7.289035282682024,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.659701016295745
12.3,176.3396,26,0.10119515838967251,1,0,14.336552845528454,7.3693437915387685,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.2410200915997205
8.895,207.4296,18,0.03851079487476699,1,0,23.319797639123102,7.193508569116366,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.82114388375627
8.895,208.9954,26,0.026042600458754412,1,0,23.49582911748173,7.234613874040657,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.430479690057256
16.75,73.2038,21,0.008528454128763685,1,0,4.3703761194029855,7.294114261146155,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.247203226637562
6.67,90.5514,16,0.0,0,0,13.57592203898051,7.372674266058409,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.881478447178912
15.85,37.3506,23,0.10458894677509593,1,0,2.356504731861199,7.234613874040657,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5.833509891329557
12.8,223.2404,16,0.02335201487848342,1,0,17.44065625,7.294114261146155,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.814175214440176
18.6,55.6588,27,0.18049414642958808,1,1,2.992408602150537,7.307915039287236,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.7407285229722405
20.1,120.6782,21,0.03405940398301693,1,0,6.003890547263682,7.33877970179391,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.178515124797913
17.6,164.2526,26,0.04083581106480631,1,0,9.33253409090909,7.2234073953473965,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.1820639244666005
8.21,89.2198,26,0.04401270454679041,1,0,10.86721071863581,7.289035282682024,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.176481570462149
7.39,252.6066,28,0.08872755725947187,1,0,34.18221921515561,7.33877970179391,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.722703810943018
16.0,46.1718,27,0.02895399705365597,1,1,2.8857375,7.294114261146155,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.549061103760049
12.35,89.3514,40,0.06767489226711731,1,1,7.234931174089069,7.294114261146155,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.176730354940487
6.035,153.1998,23,0.1323804013631429,1,0,25.385219552609776,7.372674266058409,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.338236849674627
6.3,209.627,16,0.12041796562186696,1,0,33.27412698412699,7.358952885950459,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.290245664150861
12.35,157.9946,38,0.14698576933504698,1,0,12.793085020242914,7.294114261146155,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.105816625017342
15.3,215.0218,28,0.08136355066854574,1,0,14.053712418300654,7.358952885950459,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.561899746625023
12.1,146.9444,28,0.02934651077726706,1,0,12.144165289256199,7.2234073953473965,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.375624381746247
11.5,106.6254,18,0.03708665208700656,1,0,9.271773913043479,7.372674266058409,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5.785596535633659
5.03,122.0756,27,0.014368788738839736,1,1,24.269502982107355,7.33877970179391,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.797240733235583
15.85,93.3094,27,0.20576910355453634,1,1,5.887028391167193,7.358952885950459,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.654690965086805
12.15,94.3436,40,0.1360317503731728,1,0,7.764905349794238,7.307915039287236,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,7.727114934107994
13.15,181.2976,23,0.036087423948569744,1,0,13.786889733840303,7.234613874040657,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,8.08940787035095
9.195,43.6744,16,0.0,0,0,4.7497988036976615,7.193508569116366,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.009966328671114
17.6,89.3856,26,0.09291433205178819,1,0,5.0787272727272725,7.289035282682024,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.778621061739204
16.5,101.199,28,0.06590548266979658,1,0,6.133272727272727,7.358952885950459,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.9392442560720795
11.35,201.0742,16,0.042421270516386236,1,0,17.715788546255506,7.3693437915387685,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.691572892347844
17.5,101.299,23,0.05121624361921628,1,0,5.788514285714286,7.372674266058409,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,6.582569312133347
17.75,110.2912,23,0.10573505870782043,1,0,6.213588732394366,7.307915039287236,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,6.772542015662822
9.5,32.09,18,0.04126021176904959,1,0,3.3778947368421055,7.2234073953473965,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,6.07020640904847
12.85,170.6422,38,0.0326139557463798,1,0,13.279548638132296,7.372674266058409,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.983275451914541
15.1,158.6604,23,0.09107491919086025,1,0,10.507311258278147,7.193508569116366,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.838093442070043
5.88,149.4392,21,0.024578083105291155,1,0,25.41482993197279,7.33877970179391,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.402775370812198
13.0,198.5426,23,0.08036564906081445,1,0,15.272507692307691,7.358952885950459,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.078725654189542
18.25,155.863,16,0.15830540385315464,1,0,8.540438356164383,7.289035282682024,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.760869761405156
19.5,182.2608,26,0.015626607103800236,1,0,9.346707692307692,7.33877970179391,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.104006669772103
5.615,121.973,28,0.0,0,0,21.722707034728405,7.260937923637637,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.809322144791103
8.21,148.2392,23,0.0,0,0,18.05593179049939,7.307915039287236,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.307465191007873
11.85,50.5666,38,0.05417756128785521,1,0,4.267223628691983,7.193508569116366,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.827411225908636
19.7,174.937,27,0.10619278162840294,1,1,8.880050761421321,7.372674266058409,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.78240178457911
6.195,121.3098,21,0.06949986640996941,1,0,19.58188861985472,7.372674266058409,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,8.480610531538549
6.67,89.1514,28,0.11638525388110833,1,0,13.366026986506746,7.372674266058409,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.779420040384871
12.1,178.166,27,0.027775199946867783,1,1,14.724462809917355,7.307915039287236,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.290268293825272
13.15,116.7834,40,0.08912524610985169,1,0,8.88086692015209,7.372674266058409,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,8.507725756350128
20.6,148.4392,38,0.04438084214299636,1,0,7.20578640776699,7.260937923637637,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.489786747801828
19.6,87.0514,21,0.040453953361415926,1,0,4.441397959183673,7.33877970179391,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.661637004728487
5.695,257.4988,16,0.06576593318411955,1,0,45.21489025460931,7.307915039287236,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.033978065411619
12.6,121.1072,23,0.04079824991835427,1,0,9.61168253968254,7.3693437915387685,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,6.887611345447609
13.15,228.001,40,0.1224628769856999,1,1,17.33847908745247,7.33877970179391,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0462163756242475
13.15,188.3898,40,0.04655722539714654,1,0,14.326220532319391,7.372674266058409,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,8.563793225667737
17.75,188.024,26,0.06542039685834602,1,0,10.592901408450704,7.193508569116366,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.9360738504302475
16.1,252.3356,28,0.03373160050146535,1,0,15.673018633540371,7.3693437915387685,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.246704855867574
9.1,127.5362,18,0.161356173508962,1,0,14.014967032967032,7.193508569116366,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,8.445898973862654
7.285,156.9288,38,0.04871616524110273,1,0,21.541358956760465,7.289035282682024,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.359650944178443
13.1,92.0462,40,0.16001380208467958,1,1,7.0264274809160305,7.3693437915387685,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.626320267957589
13.1,231.7958,40,0.01464603233464663,1,0,17.694335877862596,7.3693437915387685,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,8.589514485553803
20.75,180.3318,38,0.08023067985181331,1,0,8.690689156626505,7.234613874040657,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.330847082967638
7.64,91.712,23,0.06845073188916659,1,0,12.004188481675394,7.372674266058409,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.625918922126408
10.395,49.0008,18,0.08772522389029351,1,0,4.713881673881674,7.193508569116366,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,6.757180730501335
11.65,148.6076,40,0.07883769948115917,1,0,12.756017167381973,7.193508569116366,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,8.291748294035395
5.0,188.853,28,0.04306396741976961,1,0,37.7706,7.2234073953473965,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.613019056413911
6.42,178.1002,27,0.08571788962876122,1,1,27.74146417445483,7.289035282682024,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.881092606320572
18.2,221.8456,27,0.09336746486416664,1,1,12.189318681318682,7.33877970179391,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.784663376195167
11.15,44.9744,38,0.11319732757281081,1,0,4.033578475336323,7.289035282682024,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.2106370241332645
13.15,131.0284,40,0.021244191664366835,1,1,9.964136882129278,7.372674266058409,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.881501076853323
15.6,220.4798,16,0.0,0,0,14.133320512820514,7.372674266058409,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.49396471020396
17.2,225.4088,16,0.055643934761903886,1,0,13.105162790697676,7.3693437915387685,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.8082404789203625
16.25,95.541,26,0.08370737411181492,1,0,5.879446153846153,7.289035282682024,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.3425565108191435
13.35,150.3708,26,0.08741451271950085,1,0,11.263730337078652,7.372674266058409,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.381064875417547
20.1,194.282,16,0.05336722201216208,1,0,9.665771144278606,7.3693437915387685,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.3425565108191435
13.15,53.6614,40,0.02468523890464942,1,1,4.080714828897339,7.33877970179391,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.110686942623495
10.85,115.1808,28,0.02827632390697223,1,0,10.615741935483872,7.33877970179391,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.654089799093104
